id,english,dwarf,elf,goblin,human,disambig,pos,noun,verb
1388,iron,datan,icori,dusna,uzin,,noun,singular,
1389,irons,datan,icori,dusna,uzin,,noun,plural,
1390,itch,tabmik,rithi,mut,ohid,,noun,singular,
1391,itches,tabmik,rithi,mut,ohid,,noun,plural,
1392,ivy,rinal,saló,stëtso,lema,,noun,singular,
1393,ivy,rinal,saló,stëtso,lema,,noun,plural,
1394,jack,ebgok,lati,uro,gagu,,noun,singular,
1395,jacks,ebgok,lati,uro,gagu,,noun,plural,
1396,jackal,soshosh,apufi,em,baktur,,noun,singular,
1397,jackals,soshosh,apufi,em,baktur,,noun,plural,
1398,jaundice,bukshon,fesluyi,stroso,defel,,noun,singular,
1399,jaundices,bukshon,fesluyi,stroso,defel,,noun,plural,
1400,jaundiced,bukshon,fesluyi,stroso,defel,,adjective,,
1401,jaw,stîgil,nisa,zureng,ugrad,,noun,singular,
1402,jaws,stîgil,nisa,zureng,ugrad,,noun,plural,
1403,jester,lumen,tede,åsmum,bistkash,,noun,singular,
1404,jesters,lumen,tede,åsmum,bistkash,,noun,plural,
1405,jest,lumen,tede,åsmum,bistkash,,verb,,present 1st person
1406,jests,lumen,tede,åsmum,bistkash,,verb,,present 3rd person
1407,jested,lumen,tede,åsmum,bistkash,,verb,,preterite
1408,jested,lumen,tede,åsmum,bistkash,,verb,,past participle
1409,jesting,lumen,tede,åsmum,bistkash,,verb,,present participle
1410,joke,maton,athini,ule,pundik,,noun,singular,
1411,jokes,maton,athini,ule,pundik,,noun,plural,
1412,joke,maton,athini,ule,pundik,,verb,,present 1st person
1413,jokes,maton,athini,ule,pundik,,verb,,present 3rd person
1414,joked,maton,athini,ule,pundik,,verb,,preterite
1415,joked,maton,athini,ule,pundik,,verb,,past participle
1416,joking,maton,athini,ule,pundik,,verb,,present participle
1417,juggler,abol,becaro,gex,thratpin,,noun,singular,
1418,jugglers,abol,becaro,gex,thratpin,,noun,plural,
1419,juggle,abol,becaro,gex,thratpin,,verb,,present 1st person
1420,juggles,abol,becaro,gex,thratpin,,verb,,present 3rd person
1421,juggled,abol,becaro,gex,thratpin,,verb,,preterite
1422,juggled,abol,becaro,gex,thratpin,,verb,,past participle
1423,juggling,abol,becaro,gex,thratpin,,verb,,present participle
1424,juice,cim,fiva,usnar,mup,,noun,singular,
1425,juices,cim,fiva,usnar,mup,,noun,plural,
1426,jungle,egath,covema,râbab,wimad,,noun,singular,
1427,jungles,egath,covema,râbab,wimad,,noun,plural,
1428,justice,imketh,leÿa,aka,takru,,noun,singular,
1429,justices,imketh,leÿa,aka,takru,,noun,plural,
1430,just,imketh,leÿa,aka,takru,,adjective,,
1431,justify,ilned,thepolu,uspax,amgis,,verb,,present 1st person
1432,justifies,ilned,thepolu,uspax,amgis,,verb,,present 3rd person
1433,justified,ilned,thepolu,uspax,amgis,,verb,,preterite
1434,justified,ilned,thepolu,uspax,amgis,,verb,,past participle
1435,justifying,ilned,thepolu,uspax,amgis,,verb,,present participle
1436,keeper,zuden,sinu,ol,nushrat,,noun,singular,
1437,keepers,zuden,sinu,ol,nushrat,,noun,plural,
1438,keg,emtan,èbe,ëslun,aquos,,noun,singular,
1439,kegs,emtan,èbe,ëslun,aquos,,noun,plural,
1440,key,edëm,ferame,exzas,gel,,noun,singular,
1441,keys,edëm,ferame,exzas,gel,,noun,plural,
1442,kindness,nosîm,ileda,slusne,lin,,noun,singular,
1443,kindnesses,nosîm,ileda,slusne,lin,,noun,plural,
1444,kind,nosîm,ileda,slusne,lin,,adjective,,
1445,killer,vagúsh,macofi,ngosnud,cishrat,,noun,singular,
1446,killers,vagúsh,macofi,ngosnud,cishrat,,noun,plural,
1447,kill,vagúsh,macofi,ngosnud,cishrat,,verb,,present 1st person
1448,kills,vagúsh,macofi,ngosnud,cishrat,,verb,,present 3rd person
1449,killed,vagúsh,macofi,ngosnud,cishrat,,verb,,preterite
1450,killed,vagúsh,macofi,ngosnud,cishrat,,verb,,past participle
1451,killing,vagúsh,macofi,ngosnud,cishrat,,verb,,present participle
1452,kiss,alis,tima,snong,furi,,noun,singular,
1453,kisses,alis,tima,snong,furi,,noun,plural,
1454,kiss,alis,tima,snong,furi,,verb,,present 1st person
1455,kisses,alis,tima,snong,furi,,verb,,present 3rd person
1456,kissed,alis,tima,snong,furi,,verb,,preterite
1457,kissed,alis,tima,snong,furi,,verb,,past participle
1458,kissing,alis,tima,snong,furi,,verb,,present participle
1459,king,etar,afedo,zozlo,deng,,noun,singular,
1460,kings,etar,afedo,zozlo,deng,,noun,plural,
1461,knead,inshot,yathi,sot,márbok,,verb,,present 1st person
1462,kneads,inshot,yathi,sot,márbok,,verb,,present 3rd person
1463,kneaded,inshot,yathi,sot,márbok,,verb,,preterite
1464,kneaded,inshot,yathi,sot,márbok,,verb,,past participle
1465,kneading,inshot,yathi,sot,márbok,,verb,,present participle
1466,knife,zasit,ceta,ngesosp,hok,,noun,singular,
1467,knives,zasit,ceta,ngesosp,hok,,noun,plural,
1468,knight,arzes,cavère,kod,rane,,noun,singular,
1469,knights,arzes,cavère,kod,rane,,noun,plural,
1470,knight,arzes,cavère,kod,rane,,verb,,present 1st person
1471,knights,arzes,cavère,kod,rane,,verb,,present 3rd person
1472,knighted,arzes,cavère,kod,rane,,verb,,preterite
1473,knighted,arzes,cavère,kod,rane,,verb,,past participle
1474,knighting,arzes,cavère,kod,rane,,verb,,present participle
1475,knit,äbor,nanathe,strosnu,pika,,verb,,present 1st person
1476,knits,äbor,nanathe,strosnu,pika,,verb,,present 3rd person
1477,knit,äbor,nanathe,strosnu,pika,,verb,,preterite
1478,knitted,äbor,nanathe,strosnu,pika,,verb,,past participle
1479,knitting,äbor,nanathe,strosnu,pika,,verb,,present participle
1480,knot,oth,cithasi,ûst,mukca,,noun,singular,
1481,knots,oth,cithasi,ûst,mukca,,noun,plural,
1482,lace,vakist,arane,ngok,pethit,,noun,singular,
1483,laces,vakist,arane,ngok,pethit,,noun,plural,
1484,lacy,vakist,arane,ngok,pethit,,adjective,,
1485,lake,ner,ÿonali,smespu,hode,,noun,singular,
1486,lakes,ner,ÿonali,smespu,hode,,noun,plural,
1487,lard,bul,muthe,gösp,kislir,,noun,singular,
1488,lards,bul,muthe,gösp,kislir,,noun,plural,
1489,lardy,bul,muthe,gösp,kislir,,adjective,,
1490,lark,ìddor,sidaya,baspu,innu,,noun,singular,
1491,larks,ìddor,sidaya,baspu,innu,,noun,plural,
1492,larva,onam,boniti,ustru,eslim,,noun,singular,
1493,larvae,onam,boniti,ustru,eslim,,noun,plural,
1494,larval,onam,boniti,ustru,eslim,,adjective,,
1495,last,ulol,aba,asmba,oshok,,adjective,,
1496,law,toral,mera,stod,nimu,,noun,singular,
1497,laws,toral,mera,stod,nimu,,noun,plural,
1498,laziness,omoth,nere,umrôk,gawaw,,noun,singular,
1499,lazinesses,omoth,nere,umrôk,gawaw,,noun,plural,
1500,lazy,omoth,nere,umrôk,gawaw,,adjective,,
1501,leader,erar,raneci,öla,sacath,,noun,singular,
1502,leaders,erar,raneci,öla,sacath,,noun,plural,
1503,lead,erar,raneci,öla,sacath,,verb,,present 1st person
1504,leads,erar,raneci,öla,sacath,,verb,,present 3rd person
1505,led,erar,raneci,öla,sacath,,verb,,preterite
1506,led,erar,raneci,öla,sacath,,verb,,past participle
1507,leading,erar,raneci,öla,sacath,,verb,,present participle
1508,leaf,govos,ale,uko,aso,,noun,singular,
1509,leaves,govos,ale,uko,aso,,noun,plural,
1510,leafy,govos,ale,uko,aso,,adjective,,
1511,leak,orab,èyile,susm,genpud,,noun,singular,
1512,leaks,orab,èyile,susm,genpud,,noun,plural,
1513,leaky,orab,èyile,susm,genpud,,adjective,,
1514,leak,orab,èyile,susm,genpud,,verb,,present 1st person
1515,leaks,orab,èyile,susm,genpud,,verb,,present 3rd person
1516,leaked,orab,èyile,susm,genpud,,verb,,preterite
1517,leaked,orab,èyile,susm,genpud,,verb,,past participle
1518,leaking,orab,èyile,susm,genpud,,verb,,present participle
1519,lean,dalkam,eri,smuspzu,mistrad,,adjective,,
1520,leech,subol,awathi,axson,quigos,,noun,singular,
1521,leeches,subol,awathi,axson,quigos,,noun,plural,
1522,legend,gomath,liceva,olzul,en,,noun,singular,
1523,legends,gomath,liceva,olzul,en,,noun,plural,
1524,legendary,gomath,liceva,olzul,en,,adjective,,
1525,lens,cerol,dena,ez,lum,,noun,singular,
1526,lenses,cerol,dena,ez,lum,,noun,plural,
1527,leopard,mingkil,icemì,utol,upur,,noun,singular,
1528,leopards,mingkil,icemì,utol,upur,,noun,plural,
1529,leper,detthost,emothe,ostrasm,strathge,,noun,singular,
1530,lepers,detthost,emothe,ostrasm,strathge,,noun,plural,
1531,leprosy,rerik,ÿacada,kuza,isthrisp,,noun,singular,
1532,leprosies,rerik,ÿacada,kuza,isthrisp,,noun,plural,
1533,letter,lolor,ÿora,engo,cil,,noun,singular,
1534,letters,lolor,ÿora,engo,cil,,noun,plural,
1535,lie,os,liceÿi,smunstu,mothi,,noun,singular,
1536,lies,os,liceÿi,smunstu,mothi,,noun,plural,
1537,light,istam,aÿeli,asne,milu,,noun,singular,
1538,lights,istam,aÿeli,asne,milu,,noun,plural,
1539,light,istam,aÿeli,asne,milu,,adjective,,
1540,lightning,giken,thefìra,uslu,gathre,,noun,singular,
1541,lightnings,giken,thefìra,uslu,gathre,,noun,plural,
1542,limb,od,ilé,otos,uci,,noun,singular,
1543,limbs,od,ilé,otos,uci,,noun,plural,
1544,lip,mengmad,eneya,ubon,or,,noun,singular,
1545,lips,mengmad,eneya,ubon,or,,noun,plural,
1546,listen,âmid,edinu,otsmo,alkoc,,verb,,present 1st person
1547,listens,âmid,edinu,otsmo,alkoc,,verb,,present 3rd person
1548,listened,âmid,edinu,otsmo,alkoc,,verb,,preterite
1549,listened,âmid,edinu,otsmo,alkoc,,verb,,past participle
1550,listening,âmid,edinu,otsmo,alkoc,,verb,,present participle
1551,lizard,bungek,cimathi,asp,ramac,,noun,singular,
1552,lizards,bungek,cimathi,asp,ramac,,noun,plural,
1553,lobster,zedot,ruÿava,ospun,duslud,,noun,singular,
1554,lobsters,zedot,ruÿava,ospun,duslud,,noun,plural,
7034,bored,atêk,ewe,edzum,aguv,drill,verb,,past participle
7040,bored,edod,fife,nuslu,roñad,boredom,verb,,preterite
1557,lock,thak,icala,sposmo,gisep,,verb,,present 1st person
1558,locks,thak,icala,sposmo,gisep,,verb,,present 3rd person
1559,locked,thak,icala,sposmo,gisep,,verb,,preterite
1560,locked,thak,icala,sposmo,gisep,,verb,,past participle
1561,locking,thak,icala,sposmo,gisep,,verb,,present participle
1562,lone,tetóth,osi,gangox,uñam,,adjective,,
1563,length,romek,beresi,xom,inid,,noun,singular,
1564,lengths,romek,beresi,xom,inid,,noun,plural,
1565,long,romek,beresi,xom,inid,,adjective,,
1566,loot,utir,tireve,aspo,thramad,,noun,singular,
1567,loots,utir,tireve,aspo,thramad,,noun,plural,
1568,lord,ïlul,rete,tormuk,kar,,noun,singular,
1569,lords,ïlul,rete,tormuk,kar,,noun,plural,
1570,lost,uleng,lena,mak,noñi,,adjective,,
1571,louse,sosmil,lenipe,baru,slupi,,noun,singular,
1572,lice,sosmil,lenipe,baru,slupi,,noun,plural,
1573,love,aval,enela,rato,sana,,noun,singular,
1574,loves,aval,enela,rato,sana,,noun,plural,
1575,lovely,aval,enela,rato,sana,,adjective,,
1576,love,aval,enela,rato,sana,,verb,,present 1st person
1577,loves,aval,enela,rato,sana,,verb,,present 3rd person
1578,loved,aval,enela,rato,sana,,verb,,preterite
1579,loved,aval,enela,rato,sana,,verb,,past participle
1580,loving,aval,enela,rato,sana,,verb,,present participle
1581,lowness,lushòb,rafethe,omag,tolon,,noun,singular,
1582,lownesses,lushòb,rafethe,omag,tolon,,noun,plural,
1583,low,lushòb,rafethe,omag,tolon,,adjective,,
1584,lunch,asin,equelu,spakzo,obu,,noun,singular,
1585,lunches,asin,equelu,spakzo,obu,,noun,plural,
1586,lung,vunom,lave,bostra,sino,,noun,singular,
1587,lungs,vunom,lave,bostra,sino,,noun,plural,
1588,lurid,vurtib,rali,snospu,usñow,,adjective,,
1589,lurch,gukil,ethúni,kuk,radsol,,verb,,present 1st person
1590,lurches,gukil,ethúni,kuk,radsol,,verb,,present 3rd person
1591,lurched,gukil,ethúni,kuk,radsol,,verb,,preterite
1592,lurched,gukil,ethúni,kuk,radsol,,verb,,past participle
1593,lurching,gukil,ethúni,kuk,radsol,,verb,,present participle
1594,lurk,dimol,moba,spunngu,quogot,,verb,,present 1st person
1595,lurks,dimol,moba,spunngu,quogot,,verb,,present 3rd person
1596,lurked,dimol,moba,spunngu,quogot,,verb,,preterite
1597,lurked,dimol,moba,spunngu,quogot,,verb,,past participle
1598,lurking,dimol,moba,spunngu,quogot,,verb,,present participle
1599,lush,lelgas,nóqueme,spad,ibor,,adjective,,
1600,lust,nethgön,nìthari,sulud,slek,,noun,singular,
1601,lusts,nethgön,nìthari,sulud,slek,,noun,plural,
1602,lustful,nethgön,nìthari,sulud,slek,,adjective,,
1603,lute,itur,fale,nusgoz,oñec,,noun,singular,
1604,lutes,itur,fale,nusgoz,oñec,,noun,plural,
1605,lyric,avan,lapama,lomno,athrab,,noun,singular,
1606,lyrics,avan,lapama,lomno,athrab,,noun,plural,
1607,lyrical,avan,lapama,lomno,athrab,,adjective,,
1608,maggot,mingus,ezéli,stug,jeg,,noun,singular,
1609,maggots,mingus,ezéli,stug,jeg,,noun,plural,
1610,magic,aroth,isila,slöl,eri,,noun,singular,
1611,magics,aroth,isila,slöl,eri,,noun,plural,
1612,magical,aroth,isila,slöl,eri,,adjective,,
1613,man,udos,onino,ngorûg,abo,,noun,singular,
1614,men,udos,onino,ngorûg,abo,,noun,plural,
1615,mange,imust,mathe,aru,dungda,,noun,singular,
1616,manges,imust,mathe,aru,dungda,,noun,plural,
1617,mangy,imust,mathe,aru,dungda,,adjective,,
1618,many,shàmman,eda,ek,taca,,prefix,,
1619,marsh,rinmol,imòla,kest,luko,,noun,singular,
1620,marshes,rinmol,imòla,kest,luko,,noun,plural,
1621,martyr,muzish,relìmi,mutku,orma,,noun,singular,
1622,martyrs,muzish,relìmi,mutku,orma,,noun,plural,
1623,martyr,muzish,relìmi,mutku,orma,,verb,,present 1st person
1624,martyrs,muzish,relìmi,mutku,orma,,verb,,present 3rd person
1625,martyred,muzish,relìmi,mutku,orma,,verb,,preterite
1626,martyred,muzish,relìmi,mutku,orma,,verb,,past participle
1627,martyring,muzish,relìmi,mutku,orma,,verb,,present participle
1628,master,kôn,ithera,âs,siñur,,noun,singular,
1629,masters,kôn,ithera,âs,siñur,,noun,plural,
1630,master,kôn,ithera,âs,siñur,,verb,,present 1st person
1631,masters,kôn,ithera,âs,siñur,,verb,,present 3rd person
1632,mastered,kôn,ithera,âs,siñur,,verb,,preterite
1633,mastered,kôn,ithera,âs,siñur,,verb,,past participle
1634,mastering,kôn,ithera,âs,siñur,,verb,,present participle
1635,maw,stul,iwo,ozuz,udma,,noun,singular,
1636,maws,stul,iwo,ozuz,udma,,noun,plural,
1637,mead,thash,tiwuthi,ger,tode,,noun,singular,
1638,meads,thash,tiwuthi,ger,tode,,noun,plural,
1639,meadow,kenis,pari,stobux,ethba,,noun,singular,
1640,meadows,kenis,pari,stobux,ethba,,noun,plural,
7041,bored,edod,fife,nuslu,roñad,boredom,verb,,past participle
7032,bores,atêk,ewe,edzum,aguv,drill,verb,,present 3rd person
7039,bores,edod,fife,nuslu,roñad,boredom,verb,,present 3rd person
7035,boring,atêk,ewe,edzum,aguv,drill,verb,,present participle
1645,meat,igril,lethiro,smozû,átu,,noun,singular,
1646,meats,igril,lethiro,smozû,átu,,noun,plural,
1647,meditation,an,neba,gotkol,aba,,noun,singular,
1648,meditations,an,neba,gotkol,aba,,noun,plural,
1649,meditate,an,neba,gotkol,aba,,verb,,present 1st person
1650,meditates,an,neba,gotkol,aba,,verb,,present 3rd person
1651,meditated,an,neba,gotkol,aba,,verb,,preterite
1652,meditated,an,neba,gotkol,aba,,verb,,past participle
1653,meditating,an,neba,gotkol,aba,,verb,,present participle
1654,mellow,unob,nowo,zusmuz,pañad,,adjective,,
1655,menace,nalthish,sofipù,kutsmob,eslul,,noun,singular,
1656,menaces,nalthish,sofipù,kutsmob,eslul,,noun,plural,
1657,menace,nalthish,sofipù,kutsmob,eslul,,verb,,present 1st person
1658,menaces,nalthish,sofipù,kutsmob,eslul,,verb,,present 3rd person
1659,menaced,nalthish,sofipù,kutsmob,eslul,,verb,,preterite
1660,menaced,nalthish,sofipù,kutsmob,eslul,,verb,,past participle
1661,menacing,nalthish,sofipù,kutsmob,eslul,,verb,,present participle
1662,mess,ostësh,níletha,smodu,wolok,,noun,singular,
1663,messes,ostësh,níletha,smodu,wolok,,noun,plural,
1664,metal,kel,lethi,snusm,rigu,,noun,singular,
1665,metals,kel,lethi,snusm,rigu,,noun,plural,
1666,midnight,eddaz,mevena,estrur,unzo,,noun,singular,
1667,midnights,eddaz,mevena,estrur,unzo,,noun,plural,
1668,might,ekur,thiyira,ostost,kalsi,,noun,singular,
1669,mights,ekur,thiyira,ostost,kalsi,,noun,plural,
1670,mighty,ekur,thiyira,ostost,kalsi,,adjective,,
1671,mightiness,arâl,avithe,rustrom,kakpoth,,noun,singular,
1672,mightinesses,arâl,avithe,rustrom,kakpoth,,noun,plural,
1673,mile,shar,ide,ngustuk,dehit,,noun,singular,
1674,miles,shar,ide,ngustuk,dehit,,noun,plural,
1675,mince,rimuk,caca,bosm,cuslo,,verb,,present 1st person
1676,minces,rimuk,caca,bosm,cuslo,,verb,,present 3rd person
1677,minced,rimuk,caca,bosm,cuslo,,verb,,preterite
1678,minced,rimuk,caca,bosm,cuslo,,verb,,past participle
1679,mincing,rimuk,caca,bosm,cuslo,,verb,,present participle
1680,mind,ottan,sede,ugsmez,mubo,,noun,singular,
1681,minds,ottan,sede,ugsmez,mubo,,noun,plural,
1682,mindful,ottan,sede,ugsmez,mubo,,adjective,,
1683,minion,shagul,mafa,snanspex,etdil,,noun,singular,
1684,minions,shagul,mafa,snanspex,etdil,,noun,plural,
1685,mirror,ònul,opeya,ätkust,doto,,noun,singular,
1686,mirrors,ònul,opeya,ätkust,doto,,noun,plural,
1687,mirror,ònul,opeya,ätkust,doto,,verb,,present 1st person
1688,mirrors,ònul,opeya,ätkust,doto,,verb,,present 3rd person
1689,mirrored,ònul,opeya,ätkust,doto,,verb,,preterite
1690,mirrored,ònul,opeya,ätkust,doto,,verb,,past participle
1691,mirroring,ònul,opeya,ätkust,doto,,verb,,present participle
1692,misery,egeth,mamica,uksox,gofeng,,noun,singular,
1693,miseries,egeth,mamica,uksox,gofeng,,noun,plural,
1694,mist,sôd,enure,guslo,sitsu,,noun,singular,
1695,mists,sôd,enure,guslo,sitsu,,noun,plural,
1696,misty,sôd,enure,guslo,sitsu,,adjective,,
1697,mite,dusak,lotheye,en,stumeb,,noun,singular,
1698,mites,dusak,lotheye,en,stumeb,,noun,plural,
1699,mold,ovus,edimi,totâs,thrireg,,noun,singular,
1700,molds,ovus,edimi,totâs,thrireg,,noun,plural,
1701,mole,gomòk,seye,utôst,bezbin,,noun,singular,
1702,moles,gomòk,seye,utôst,bezbin,,noun,plural,
1703,molten,stesok,mesica,odes,deso,,adjective,,
1704,monkey,vankåb,rithé,lam,taksmo,,noun,singular,
1705,monkeys,vankåb,rithé,lam,taksmo,,noun,plural,
1706,moon,ïlon,anaye,zusla,oku,,noun,singular,
1707,moons,ïlon,anaye,zusla,oku,,noun,plural,
1708,monger,odês,mirala,mostrosp,huthra,,noun,singular,
1709,mongers,odês,mirala,mostrosp,huthra,,noun,plural,
1710,moth,alen,ìnevi,atan,dunem,,noun,singular,
1711,moths,alen,ìnevi,atan,dunem,,noun,plural,
1712,mother,bobrur,eléde,ozod,rithma,,noun,singular,
1713,mothers,bobrur,eléde,ozod,rithma,,noun,plural,
1714,mouse,stoling,yali,nexed,gegi,,noun,singular,
1715,mice,stoling,yali,nexed,gegi,,noun,plural,
1716,mousy,stoling,yali,nexed,gegi,,adjective,,
1717,mouth,dum,ela,oslöt,ite,,noun,singular,
1718,mouths,dum,ela,oslöt,ite,,noun,plural,
1719,muck,zagstok,corowa,nokast,juwog,,noun,singular,
1720,mucks,zagstok,corowa,nokast,juwog,,noun,plural,
1721,mud,ol,salapa,gob,vum,,noun,singular,
1722,muds,ol,salapa,gob,vum,,noun,plural,
1723,muddy,ol,salapa,gob,vum,,adjective,,
1724,muffin,gatis,ilafe,ostu,memim,,noun,singular,
1725,muffins,gatis,ilafe,ostu,memim,,noun,plural,
1726,mule,udler,efama,ner,tolmo,,noun,singular,
1727,mules,udler,efama,ner,tolmo,,noun,plural,
1728,munch,adesh,amafi,zut,pibo,,verb,,present 1st person
1729,munches,adesh,amafi,zut,pibo,,verb,,present 3rd person
1730,munched,adesh,amafi,zut,pibo,,verb,,preterite
1731,munched,adesh,amafi,zut,pibo,,verb,,past participle
1732,munching,adesh,amafi,zut,pibo,,verb,,present participle
1733,murder,usân,rathi,ustol,gulgud,,noun,singular,
1734,murders,usân,rathi,ustol,gulgud,,noun,plural,
1735,murder,usân,rathi,ustol,gulgud,,verb,,present 1st person
1736,murders,usân,rathi,ustol,gulgud,,verb,,present 3rd person
1737,murdered,usân,rathi,ustol,gulgud,,verb,,preterite
1738,murdered,usân,rathi,ustol,gulgud,,verb,,past participle
1739,murdering,usân,rathi,ustol,gulgud,,verb,,present participle
1740,mush,kavud,nathe,smozuz,eslas,,noun,singular,
1741,mushes,kavud,nathe,smozuz,eslas,,noun,plural,
1742,mushroom,kirun,oba,smul,bolli,,noun,singular,
1743,mushrooms,kirun,oba,smul,bolli,,noun,plural,
1744,music,shasad,sanera,bagost,joñu,,noun,singular,
1745,musics,shasad,sanera,bagost,joñu,,noun,plural,
1746,musical,shasad,sanera,bagost,joñu,,adjective,,
1747,mystery,shoveth,vulo,as,radir,,noun,singular,
1748,mysteries,shoveth,vulo,as,radir,,noun,plural,
1749,mysterious,shoveth,vulo,as,radir,,adjective,,
1750,myth,lathon,moÿo,angstur,xem,,noun,singular,
1751,myths,lathon,moÿo,angstur,xem,,noun,plural,
1752,mythical,lathon,moÿo,angstur,xem,,adjective,,
1753,nail,um,thèdi,olnge,nato,,noun,singular,
1754,nails,um,thèdi,olnge,nato,,noun,plural,
1755,nasty,thubil,rele,gunzo,udngi,,adjective,,
1756,nature,egom,amala,busm,evhol,,noun,singular,
1757,natures,egom,amala,busm,evhol,,noun,plural,
1758,natural,egom,amala,busm,evhol,,adjective,,
1759,necro,ugith,athoma,got,nir,,prefix,,
1760,negative,ngutug,mori,snuto,sogul,,adjective,,
1761,negator,kez,ocithe,osu,iggith,,noun,singular,
1762,negators,kez,ocithe,osu,iggith,,noun,plural,
1763,negate,kez,ocithe,osu,iggith,,verb,,present 1st person
1764,negates,kez,ocithe,osu,iggith,,verb,,present 3rd person
1765,negated,kez,ocithe,osu,iggith,,verb,,preterite
1766,negated,kez,ocithe,osu,iggith,,verb,,past participle
1767,negating,kez,ocithe,osu,iggith,,verb,,present participle
1768,neo,lärim,ami,solu,amo,,prefix,,
